index,ataque,tipo,dlllist_avg_dlls_per_proc,handles_nfile,handles_nkey,handles_nthread,handles_nsemaphore,handles_ntimer,handles_nmutant,ldrmodules_not_in_load,ldrmodules_not_in_mem,ldrmodules_not_in_load_avg,ldrmodules_not_in_init_avg,ldrmodules_not_in_mem_avg,malfind_ninjections,malfind_commitCharge,malfind_protection,svcscan_nservices,svcscan_process_services,svcscan_nactive,callbacks_ncallbacks,impacto ,afecta_al_activo,genera_riesgo
3277,Ransomware,Ransomware,3745,649,698,676,604,113,232,44,44,29100529,5489418,29100529,3,3,18,389,24,119,87,1,Activo17,riesgo
3278,Ransomware,Ransomware,3745,649,698,676,604,113,232,44,44,29100529,5489418,29100529,3,3,18,389,24,119,87,1,Activo3,riesgo
3279,Ransomware,Ransomware,40,636,652,828,640,120,259,46,46,28660436,52336449,28660436,3,3,18,389,24,121,87,1,Activo1,riesgo
3280,Ransomware,Ransomware,3931428571,618,596,627,572,107,223,43,43,3073624,55039314,3073624,2,2,12,389,24,118,87,1,Activo3,riesgo
3281,Ransomware,Ransomware,3971794872,636,652,779,634,120,260,46,46,28858218,52697616,28858218,3,3,18,389,24,121,87,1,Activo13,riesgo
3282,Ransomware,Ransomware,3936585366,639,665,752,643,126,267,46,46,2774427,51869723,2774427,3,3,18,389,24,121,87,1,Activo19,riesgo
3283,Ransomware,Ransomware,3914634146,640,667,817,642,126,267,45,45,27339004,5164034,27339004,3,3,18,389,24,121,87,1,Activo5,riesgo
3284,Ransomware,Ransomware,3895,631,656,697,638,123,245,44,44,27620841,5210295,27620841,3,3,18,389,24,121,87,1,Activo19,riesgo
3285,Ransomware,Ransomware,3802631579,621,665,668,596,113,230,43,43,2917232,53595658,2917232,3,3,18,389,24,118,87,1,Activo19,riesgo
3286,Ransomware,Ransomware,3902702703,620,665,657,596,113,230,43,43,29431896,54072553,29431896,3,3,18,389,24,118,87,1,Activo5,riesgo
3287,Ransomware,Ransomware,3902702703,623,665,655,596,113,230,43,43,29472241,54146676,29472241,3,3,18,389,24,118,87,1,Activo10,riesgo
3288,Ransomware,Ransomware,3902702703,625,665,656,596,113,230,43,43,29512697,54221002,29512697,3,3,18,389,24,118,87,1,Activo12,riesgo
3289,Ransomware,Ransomware,3834883721,666,690,850,656,123,263,47,47,27728614,52507375,27728614,3,3,18,389,24,122,86,1,Activo5,riesgo
3290,Ransomware,Ransomware,3771052632,644,627,645,580,107,226,44,44,30199039,55593686,30199039,2,2,12,389,24,119,86,1,Activo15,riesgo
3291,Ransomware,Ransomware,3826190476,662,683,781,642,120,262,47,47,28433152,5323654,28433152,3,3,18,389,24,122,86,1,Activo9,riesgo
3292,Ransomware,Ransomware,3797727273,666,698,778,653,126,270,47,47,27373326,52417006,27373326,3,3,18,389,24,122,86,1,Activo10,riesgo
3293,Ransomware,Ransomware,3777272727,666,698,735,650,126,270,46,46,26979472,52199413,26979472,3,3,18,389,24,122,86,1,Activo3,riesgo
3294,Ransomware,Ransomware,3723255814,659,692,702,614,123,249,46,46,28065894,53691275,28065894,3,3,18,389,24,122,86,1,Activo11,riesgo
3295,Ransomware,Ransomware,3751219512,652,700,691,610,116,240,44,44,28025478,53503185,28025478,3,3,18,389,24,121,86,1,Activo2,riesgo
3296,Ransomware,Ransomware,37525,647,696,674,604,113,233,44,44,28985507,54677207,28985507,3,3,18,389,24,119,86,1,Activo6,riesgo
3297,Ransomware,Ransomware,37525,648,696,671,604,113,233,44,44,29023747,5474934,29023747,3,3,18,389,24,119,86,1,Activo11,riesgo
3298,Ransomware,Ransomware,37525,651,696,670,604,113,233,44,44,29062087,54821664,29062087,3,3,18,389,24,119,86,1,Activo13,riesgo
3299,Ransomware,Ransomware,3713043478,657,696,884,710,129,282,48,48,27366021,52451539,27366021,73,928,438,389,24,122,86,1,Activo14,riesgo
3300,Ransomware,Ransomware,3897368421,845,624,681,626,113,245,44,44,29255319,53191489,29255319,61,18504,366,389,24,119,86,1,Activo3,riesgo
3301,Ransomware,Ransomware,3563265306,749,719,839,704,126,285,48,48,2680067,52484645,2680067,73,18586,438,389,24,122,86,1,Activo7,riesgo
3302,Ransomware,Ransomware,3224561404,880,726,836,713,132,292,52,52,2757158,55673383,2757158,73,18586,438,389,24,122,86,1,Activo7,riesgo
3303,Ransomware,Ransomware,3884090909,866,695,806,696,132,289,46,46,26270702,50256996,26270702,61,18473,366,389,24,122,86,1,Activo18,riesgo
3304,Ransomware,Ransomware,3884090909,867,695,773,696,132,289,46,46,26361032,50429799,26361032,62,18505,372,389,24,122,86,1,Activo1,riesgo
3305,Ransomware,Ransomware,3870731707,852,697,731,656,122,259,44,44,27244582,51393189,27244582,62,18505,372,389,24,120,86,1,Activo19,riesgo
3306,Ransomware,Ransomware,38725,848,693,711,650,119,252,44,44,28079132,52329292,28079132,62,18505,372,389,24,119,86,1,Activo15,riesgo
3307,Ransomware,Ransomware,38725,851,693,713,650,119,252,44,44,28132992,52429668,28132992,62,18505,372,389,24,119,86,1,Activo18,riesgo
3308,Ransomware,Ransomware,38725,850,693,711,650,119,252,44,44,28169014,52496799,28169014,62,18505,372,389,24,119,86,1,Activo7,riesgo
3309,Ransomware,Ransomware,3876190476,658,682,840,648,120,262,47,47,28076464,52568698,28076464,4,4,24,389,24,122,87,1,Activo6,riesgo
3310,Ransomware,Ransomware,3828947368,642,626,647,581,110,226,44,44,29749831,54766734,29749831,3,3,18,389,24,119,87,1,Activo12,riesgo
3311,Ransomware,Ransomware,3822727273,664,696,796,651,126,270,48,48,27761712,52631579,27761712,4,4,24,389,24,122,87,1,Activo11,riesgo
3312,Ransomware,Ransomware,3827272727,664,697,764,651,129,270,46,46,2662037,5150463,2662037,4,4,24,389,24,122,87,1,Activo11,riesgo
3313,Ransomware,Ransomware,3827272727,664,697,731,651,129,270,46,46,26666667,51594203,26666667,4,4,24,389,24,122,87,1,Activo13,riesgo
3314,Ransomware,Ransomware,3713953488,658,687,719,609,122,258,45,45,27624309,53406998,27624309,4,4,24,389,24,121,87,1,Activo2,riesgo
3315,Ransomware,Ransomware,3717073171,645,695,679,605,116,233,44,44,28368794,53513862,28368794,4,4,24,389,24,119,87,1,Activo18,riesgo
3316,Ransomware,Ransomware,38075,645,695,676,605,116,233,44,44,28571429,53896104,28571429,4,4,24,389,24,119,87,1,Activo17,riesgo
3317,Ransomware,Ransomware,38075,650,695,681,605,116,233,44,44,28608583,5396619,28608583,4,4,24,389,24,119,87,1,Activo13,riesgo
3318,Ransomware,Ransomware,3828947368,642,626,653,581,110,226,44,44,29749831,54766734,29749831,3,3,18,389,24,119,87,1,Activo19,riesgo
3319,Ransomware,Ransomware,4015384615,643,660,841,640,120,260,47,47,29156328,52729529,29156328,3,3,18,389,24,122,86,1,Activo20,riesgo
3320,Ransomware,Ransomware,3918918919,630,673,666,596,113,231,44,44,30075188,5468216,30075188,3,3,18,389,24,119,86,1,Activo17,riesgo
3321,Ransomware,Ransomware,3987179487,641,660,795,634,120,260,47,47,29356652,53091818,29356652,3,3,18,389,24,122,86,1,Activo9,riesgo
3322,Ransomware,Ransomware,3948780488,647,675,881,645,126,268,47,47,28228228,52252252,28228228,3,3,18,389,24,122,86,1,Activo2,riesgo
3323,Ransomware,Ransomware,3926829268,647,675,748,642,126,268,46,46,27828191,52026618,27828191,3,3,18,389,24,122,86,1,Activo2,riesgo
3324,Ransomware,Ransomware,39025,644,670,707,608,123,263,46,46,2876798,53158224,2876798,3,3,18,389,24,122,86,1,Activo18,riesgo
3325,Ransomware,Ransomware,3912820513,641,665,698,600,119,258,45,45,28883184,53273427,28883184,3,3,18,389,24,121,86,1,Activo7,riesgo
3326,Ransomware,Ransomware,3907894737,632,683,671,598,116,237,45,45,2986065,54412741,2986065,3,3,18,389,24,119,86,1,Activo10,riesgo
3327,Ransomware,Ransomware,3918918919,631,673,671,596,113,231,44,44,29993183,54533061,29993183,3,3,18,389,24,119,86,1,Activo17,riesgo
3328,Ransomware,Ransomware,3918918919,633,673,669,596,113,231,44,44,30054645,54644809,30054645,3,3,18,389,24,119,86,1,Activo20,riesgo
3329,Ransomware,Ransomware,401025641,640,652,838,644,120,259,46,46,28589186,52206339,28589186,3,3,18,389,24,122,86,1,Activo8,riesgo
3330,Ransomware,Ransomware,3942857143,619,596,627,576,107,223,43,43,3064861,54882395,3064861,2,2,12,389,24,119,86,1,Activo13,riesgo
3331,Ransomware,Ransomware,3946341463,643,665,912,649,126,267,46,46,27660854,5171377,27660854,3,3,18,389,24,122,86,1,Activo19,riesgo
3332,Ransomware,Ransomware,3924390244,644,667,755,646,126,267,45,45,27239709,51452785,27239709,3,3,18,389,24,122,86,1,Activo11,riesgo
3333,Ransomware,Ransomware,39,641,662,710,612,123,262,45,45,28142589,52532833,28142589,3,3,18,389,24,122,86,1,Activo6,riesgo
3334,Ransomware,Ransomware,3917948718,641,680,704,608,119,257,44,44,2822322,52597819,2822322,3,3,18,389,24,121,86,1,Activo1,riesgo
3335,Ransomware,Ransomware,3913513514,625,665,666,600,113,230,43,43,29331514,53888131,29331514,3,3,18,389,24,119,86,1,Activo19,riesgo
3336,Ransomware,Ransomware,3913513514,630,665,668,600,113,230,43,43,29411765,54035568,29411765,3,3,18,389,24,119,86,1,Activo13,riesgo
3337,Ransomware,Ransomware,3913513514,627,665,672,600,113,230,43,43,29472241,54146676,29472241,3,3,18,389,24,119,86,1,Activo10,riesgo
3338,Ransomware,Ransomware,3942857143,622,596,639,576,107,223,43,43,3064861,54882395,3064861,2,2,12,389,24,119,86,1,Activo16,riesgo
3339,Ransomware,Ransomware,40,636,652,825,640,120,259,46,46,28660436,52336449,28660436,3,3,18,389,24,121,87,1,Activo15,riesgo
3340,Ransomware,Ransomware,3905405405,622,665,661,596,113,230,43,43,29532967,54258242,29532967,3,3,18,389,24,118,87,1,Activo18,riesgo
3341,Ransomware,Ransomware,3971794872,636,652,768,634,120,259,46,46,28858218,52697616,28858218,3,3,18,389,24,121,87,1,Activo7,riesgo
3342,Ransomware,Ransomware,3936585366,640,667,764,645,126,267,46,46,27727547,51838457,27727547,3,3,18,389,24,121,87,1,Activo2,riesgo
3343,Ransomware,Ransomware,3914634146,640,667,716,642,126,267,45,45,27322404,51608986,27322404,3,3,18,389,24,121,87,1,Activo6,riesgo
3344,Ransomware,Ransomware,389,637,662,701,608,123,262,45,45,28248588,52730697,28248588,3,3,18,389,24,121,87,1,Activo8,riesgo
3345,Ransomware,Ransomware,3894871795,635,657,693,600,119,255,44,44,28387097,53548387,28387097,3,3,18,389,24,120,87,1,Activo19,riesgo
3346,Ransomware,Ransomware,3905405405,621,665,657,596,113,230,43,43,29351536,53924915,29351536,3,3,18,389,24,118,87,1,Activo3,riesgo
3347,Ransomware,Ransomware,3905405405,624,665,656,596,113,230,43,43,29452055,54109589,29452055,3,3,18,389,24,118,87,1,Activo11,riesgo
3348,Ransomware,Ransomware,3905405405,624,665,664,596,113,230,43,43,29512697,54221002,29512697,3,3,18,389,24,118,87,1,Activo10,riesgo
3349,Ransomware,Ransomware,4015384615,643,659,834,640,120,260,47,47,29156328,52729529,29156328,3,3,18,389,24,122,86,1,Activo18,riesgo
3350,Ransomware,Ransomware,3945714286,625,603,636,572,107,224,44,44,31316726,55516014,31316726,2,2,12,389,24,119,86,1,Activo12,riesgo
3351,Ransomware,Ransomware,3987179487,643,659,782,634,120,260,47,47,29356652,53091818,29356652,3,3,18,389,24,122,86,1,Activo10,riesgo
3352,Ransomware,Ransomware,3948780488,647,674,776,645,126,268,47,47,28228228,52252252,28228228,3,3,18,389,24,122,86,1,Activo15,riesgo
3353,Ransomware,Ransomware,3926829268,647,674,733,642,126,268,46,46,27828191,52026618,27828191,3,3,18,389,24,122,86,1,Activo7,riesgo
3354,Ransomware,Ransomware,3905,645,669,712,608,123,263,46,46,28785982,53817272,28785982,3,3,18,389,24,122,86,1,Activo12,riesgo
3355,Ransomware,Ransomware,3810526316,628,672,667,596,113,229,44,44,29850746,54274084,29850746,3,3,18,389,24,119,86,1,Activo10,riesgo
3356,Ransomware,Ransomware,3916216216,628,672,665,596,113,231,44,44,3003413,54607509,3003413,3,3,18,389,24,119,86,1,Activo9,riesgo
3357,Ransomware,Ransomware,3916216216,631,672,671,596,113,231,44,44,30075188,5468216,30075188,3,3,18,389,24,119,86,1,Activo16,riesgo
3358,Ransomware,Ransomware,3916216216,628,672,666,596,113,231,44,44,30116359,54757016,30116359,3,3,18,389,24,119,86,1,Activo11,riesgo
3359,Ransomware,Ransomware,3695555556,669,690,845,648,120,262,47,47,27517564,52693208,27517564,3,3,18,389,24,122,87,1,Activo4,riesgo
3360,Ransomware,Ransomware,371627907,686,730,683,619,122,237,44,44,27312228,52762259,27312228,3,3,18,389,24,119,87,1,Activo9,riesgo
3361,Ransomware,Ransomware,3727659574,708,713,818,654,135,271,48,48,26696329,51724138,26696329,3,3,18,389,24,122,87,1,Activo19,riesgo
3362,Ransomware,Ransomware,3708510638,707,715,797,653,135,271,46,46,25755879,50951848,25755879,3,3,18,389,24,122,87,1,Activo2,riesgo
3363,Ransomware,Ransomware,3708510638,707,715,763,653,135,271,46,46,25799215,51037577,25799215,3,3,18,389,24,122,87,1,Activo1,riesgo
3364,Ransomware,Ransomware,3617021277,706,710,757,645,131,262,45,47,26011561,52601156,2716763,3,3,18,389,24,121,87,1,Activo8,riesgo
3365,Ransomware,Ransomware,3658139535,685,690,693,601,122,228,44,44,27655563,53425519,27655563,3,3,18,389,24,119,87,1,Activo6,riesgo
3366,Ransomware,Ransomware,37,682,707,694,613,122,233,44,44,2741433,52959502,2741433,3,3,18,389,24,119,87,1,Activo12,riesgo
3367,Ransomware,Ransomware,3702325581,685,725,690,613,122,233,44,44,27448534,53025577,27448534,3,3,18,389,24,119,87,1,Activo20,riesgo
3368,Ransomware,Ransomware,3720930233,686,730,685,619,122,237,44,44,27278363,52696838,27278363,3,3,18,389,24,119,87,1,Activo3,riesgo
3369,Ransomware,Ransomware,40,636,652,828,640,120,259,46,46,28660436,52336449,28660436,3,3,18,389,24,121,86,1,Activo12,riesgo
3370,Ransomware,Ransomware,3931428571,615,596,627,572,107,223,43,43,3073624,55039314,3073624,2,2,12,389,24,118,86,1,Activo15,riesgo
3371,Ransomware,Ransomware,39475,636,659,788,635,123,262,46,46,28325123,52339901,28325123,3,3,18,389,24,121,86,1,Activo11,riesgo
3372,Ransomware,Ransomware,3936585366,640,667,792,645,126,267,46,46,27727547,51838457,27727547,3,3,18,389,24,121,86,1,Activo8,riesgo
3373,Ransomware,Ransomware,3914634146,640,667,718,642,126,267,45,45,27322404,51608986,27322404,3,3,18,389,24,121,86,1,Activo9,riesgo
3374,Ransomware,Ransomware,389,637,662,701,608,123,262,45,45,28248588,52730697,28248588,3,3,18,389,24,121,86,1,Activo11,riesgo
3375,Ransomware,Ransomware,3902631579,626,669,675,602,116,239,43,43,28420357,52875083,28420357,3,3,18,389,24,120,86,1,Activo11,riesgo
3376,Ransomware,Ransomware,3902702703,621,665,657,596,113,230,43,43,29391661,53998633,29391661,3,3,18,389,24,118,86,1,Activo2,riesgo
3377,Ransomware,Ransomware,3902702703,626,665,657,596,113,230,43,43,29472241,54146676,29472241,3,3,18,389,24,118,86,1,Activo4,riesgo
3378,Ransomware,Ransomware,3902702703,620,665,662,596,113,230,43,43,29512697,54221002,29512697,3,3,18,389,24,118,86,1,Activo18,riesgo
3379,Ransomware,Ransomware,4023076923,645,660,829,640,120,259,46,46,2850062,5204461,2850062,3,3,18,389,24,123,87,1,Activo16,riesgo
3380,Ransomware,Ransomware,3924324324,632,673,665,596,113,230,43,43,29391661,53998633,29391661,3,3,18,389,24,120,87,1,Activo18,riesgo
3381,Ransomware,Ransomware,397,645,667,791,635,123,265,46,46,28169014,52051439,28169014,3,3,18,389,24,123,87,1,Activo9,riesgo
3382,Ransomware,Ransomware,3956097561,649,675,859,645,126,267,46,46,27594481,51589682,27594481,3,3,18,389,24,123,87,1,Activo19,riesgo
3383,Ransomware,Ransomware,3934146341,649,675,730,642,126,267,45,45,27190332,51359517,27190332,3,3,18,389,24,123,87,1,Activo11,riesgo
3384,Ransomware,Ransomware,391,647,670,702,608,123,262,45,45,28107433,52467208,28107433,3,3,18,389,24,123,87,1,Activo7,riesgo
3385,Ransomware,Ransomware,3920512821,643,665,691,600,119,257,44,44,2822322,52597819,2822322,3,3,18,389,24,122,87,1,Activo6,riesgo
3386,Ransomware,Ransomware,3924324324,630,673,663,596,113,230,43,43,29211957,53668478,29211957,3,3,18,389,24,120,87,1,Activo1,riesgo
3387,Ransomware,Ransomware,3924324324,635,673,664,596,113,230,43,43,2931152,53851397,2931152,3,3,18,389,24,120,87,1,Activo7,riesgo
3388,Ransomware,Ransomware,3924324324,633,673,670,596,113,230,43,43,29371585,53961749,29371585,3,3,18,389,24,120,87,1,Activo7,riesgo
3389,Ransomware,Ransomware,3349056604,668,716,885,710,126,282,51,51,27960526,55921053,27960526,63,918,378,389,24,122,87,1,Activo12,riesgo
3390,Ransomware,Ransomware,3897368421,845,629,686,628,113,245,44,44,29274784,5322688,29274784,61,18504,366,389,24,119,87,1,Activo17,riesgo
3391,Ransomware,Ransomware,3706521739,723,707,832,704,129,284,48,48,27412907,52541405,27412907,84,18852,504,389,24,122,87,1,Activo1,riesgo
3392,Ransomware,Ransomware,3879545455,862,695,824,693,132,289,47,47,26826484,50799087,26826484,57,18455,342,389,24,122,87,1,Activo6,riesgo
3393,Ransomware,Ransomware,3884090909,866,700,792,698,132,289,46,46,26270702,50256996,26270702,60,18465,360,389,24,122,87,1,Activo11,riesgo
3394,Ransomware,Ransomware,3860465116,863,695,757,664,129,284,46,46,27122642,5129717,27122642,62,18505,372,389,24,122,87,1,Activo13,riesgo
3395,Ransomware,Ransomware,3887804878,857,709,734,656,122,272,45,45,27726433,51756007,27726433,62,18505,372,389,24,119,87,1,Activo16,riesgo
3396,Ransomware,Ransomware,3892682927,857,709,731,656,122,274,45,45,27881041,5204461,27881041,62,18505,372,389,24,119,87,1,Activo18,riesgo
3397,Ransomware,Ransomware,38725,852,698,714,652,119,252,44,44,28150992,52463212,28150992,62,18505,372,389,24,119,87,1,Activo19,riesgo
3398,Ransomware,Ransomware,38725,852,698,713,652,119,252,44,44,2818706,52530429,2818706,62,18505,372,389,24,119,87,1,Activo3,riesgo
3399,Ransomware,Ransomware,4015384615,643,654,829,644,120,259,46,46,28553693,52141527,28553693,3,3,18,389,24,123,86,1,Activo2,riesgo
3400,Ransomware,Ransomware,3945714286,624,598,631,576,107,222,43,43,30583215,54765292,30583215,2,2,12,389,24,120,86,1,Activo2,riesgo
3401,Ransomware,Ransomware,3948780488,646,667,775,649,126,267,47,47,28228228,52252252,28228228,3,3,18,389,24,123,86,1,Activo17,riesgo
3402,Ransomware,Ransomware,3926829268,647,669,734,646,126,267,45,45,2722323,51421658,2722323,3,3,18,389,24,123,86,1,Activo13,riesgo
3403,Ransomware,Ransomware,39025,644,664,710,612,123,262,45,45,28142589,52532833,28142589,3,3,18,389,24,123,86,1,Activo1,riesgo
3404,Ransomware,Ransomware,3912820513,641,659,697,604,119,257,44,44,28277635,52699229,28277635,3,3,18,389,24,122,86,1,Activo8,riesgo
3405,Ransomware,Ransomware,3939473684,637,678,687,604,116,252,44,44,29023747,53430079,29023747,3,3,18,389,24,120,86,1,Activo15,riesgo
3406,Ransomware,Ransomware,3918918919,633,667,671,600,113,230,43,43,29351536,53924915,29351536,3,3,18,389,24,120,86,1,Activo9,riesgo
3407,Ransomware,Ransomware,3918918919,630,667,670,600,113,230,43,43,29391661,53998633,29391661,3,3,18,389,24,120,86,1,Activo6,riesgo
3408,Ransomware,Ransomware,3948571429,625,598,633,576,107,223,43,43,30604982,5480427,30604982,2,2,12,389,24,120,86,1,Activo15,riesgo
3409,Ransomware,Ransomware,3828947368,642,626,642,581,110,226,44,44,29769959,54803789,29769959,3,3,18,389,24,119,86,1,Activo18,riesgo
3410,Ransomware,Ransomware,3828947368,642,626,642,581,110,226,44,44,29769959,54803789,29769959,3,3,18,389,24,119,86,1,Activo10,riesgo
3411,Ransomware,Ransomware,3829268293,659,706,696,609,119,255,45,45,28355388,53560176,28355388,4,4,24,389,24,119,86,1,Activo20,riesgo
3412,Ransomware,Ransomware,3829268293,659,706,696,609,119,255,45,45,28355388,53560176,28355388,4,4,24,389,24,119,86,1,Activo15,riesgo
3413,Ransomware,Ransomware,3717073171,647,695,677,605,116,233,44,44,28627196,54001301,28627196,4,4,24,389,24,119,86,1,Activo11,riesgo
3414,Ransomware,Ransomware,3717073171,647,695,677,605,116,233,44,44,28627196,54001301,28627196,4,4,24,389,24,119,86,1,Activo9,riesgo
3415,Ransomware,Ransomware,38075,647,695,671,605,116,233,44,44,28627196,54001301,28627196,4,4,24,389,24,119,86,1,Activo1,riesgo
3416,Ransomware,Ransomware,38075,647,695,671,605,116,233,44,44,28627196,54001301,28627196,4,4,24,389,24,119,86,1,Activo9,riesgo
3417,Ransomware,Ransomware,352972973,603,481,685,427,98,200,40,40,29739777,56505576,29739777,8,61,48,385,23,115,88,1,Activo5,riesgo
3418,Ransomware,Ransomware,352972973,603,481,685,427,98,200,40,40,29739777,56505576,29739777,8,61,48,385,23,115,88,1,Activo15,riesgo
3419,Ransomware,Ransomware,1772727273,827,692,638,560,113,239,44,44,28314028,52767053,28314028,9,62,54,389,24,118,88,1,Activo9,riesgo
3420,Ransomware,Ransomware,1772727273,827,692,638,560,113,239,44,44,28314028,52767053,28314028,9,62,54,389,24,118,88,1,Activo11,riesgo
3421,Ransomware,Ransomware,3102439024,610,475,682,427,95,199,39,39,29907975,55981595,29907975,8,61,48,385,23,115,88,1,Activo3,riesgo
3422,Ransomware,Ransomware,3102439024,610,475,682,427,95,199,39,39,29907975,55981595,29907975,8,61,48,385,23,115,88,1,Activo2,riesgo
3423,Ransomware,Ransomware,2776086957,620,475,589,427,95,199,39,39,29907975,55981595,29907975,8,61,48,385,23,115,88,1,Activo19,riesgo
3424,Ransomware,Ransomware,2776086957,620,475,589,427,95,199,39,39,29907975,55981595,29907975,8,61,48,385,23,115,88,1,Activo8,riesgo
3425,Ransomware,Ransomware,2498113208,691,489,564,427,98,200,41,41,3041543,57121662,3041543,8,61,48,385,23,115,88,1,Activo6,riesgo
3426,Ransomware,Ransomware,2498113208,691,489,564,427,98,200,41,41,3041543,57121662,3041543,8,61,48,385,23,115,88,1,Activo4,riesgo
